TimeOfDay,Name,RoadDistance,Date_parsed,Elevation,LC_40.0,LC_90.0,Season,EleID,Year,LC_10.0,LC_60.0,Datetime_standard,Month,HumanDistance,LC_50.0,longitude,LandCover2,latitude,WaterDistance,NDVI_normalized,LC_20.0,Day,Hour,DayOfWeek,Protected,ElephantPresent,LC_80.0,LC_30.0
Midday,Negative,1743.103795,2009-02-01,62.0,0,0,Dry,0,2009.0,1,0,2009-02-01 12:00:00,2.0,3921.657608,0,81.45332342669812,10.0,7.390067339750076,1506.138917,0.7903,0,1.0,12,6.0,1,0,0,0
Afternoon,Negative,283.3800832,2010-02-12,15.0,0,0,Dry,0,2010.0,1,0,2010-02-12 16:00:00,2.0,318.8917127,0,82.29343509866166,10.0,4.844705145621196,51.41555241,0.829,0,12.0,16,4.0,1,0,0,0
Midday,Sakunthala,884.6725044,,70.0,0,0,,621992,,1,0,,,2519.90062,0,81.06772898,10.0,6.392109381,2529.490112,0.8473,0,,12,,1,1,0,0
Night,Negative,1115.048663,2009-04-08,10.0,0,0,Inter-Monsoon,0,2009.0,0,1,2009-04-08 04:00:00,4.0,417.9268672,0,80.16788158505382,60.0,5.032858659801915,1011.359446,0.6874,0,8.0,4,2.0,0,0,0,0
Night,Negative,401433.7911,2010-09-01,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-01 00:00:00,9.0,401727.8367,0,84.35744287495595,10.0,4.860370757168526,399051.0405,-0.2,0,1.0,0,2.0,0,0,0,0
Evening,Kala,1282.705022,,143.0,0,0,,621991,,1,0,,,744.4040577,0,80.54759918,10.0,7.956290947,1986.74642,0.4401,0,,20,,1,1,0,0
Night,Ekes,5707.389422,2009-03-09 00:00:00,117.0,0,0,Inter-Monsoon,621996,2009.0,1,0,2009-03-09 04:00:00,3.0,5237.530137,0,81.17699224,10.0,6.579048439,830.1395731,0.7526,0,9.0,4,0.0,0,1,0,0
Evening,Negative,283.3800832,2010-09-05,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-05 20:00:00,9.0,318.8917127,0,82.30382284453746,10.0,4.747170478274762,51.41555241,0.829,0,5.0,20,6.0,1,0,0,0
Evening,Negative,401204.4907,2009-12-05,84.0,0,0,Dry,0,2009.0,1,0,2009-12-05 20:00:00,12.0,401510.5496,0,83.36033601144709,10.0,4.39881516841905,398831.7056,-0.2,0,5.0,20,5.0,0,0,0,0
Early Morning,Negative,2314.403521,2010-02-09,40.0,0,0,Dry,0,2010.0,1,0,2010-02-09 08:00:00,2.0,2409.873261,0,81.19205190624884,10.0,7.8747908256478985,8472.112344,0.6466,0,9.0,8,1.0,0,0,0,0
Afternoon,Negative,401918.1251,2009-12-12,84.0,0,0,Dry,0,2009.0,1,0,2009-12-12 16:00:00,12.0,402201.5776,0,84.48736030207661,10.0,6.111718734442539,399526.6028,-0.2,0,12.0,16,5.0,0,0,0,0
Night,Ekes,5530.585949,,118.0,0,0,,621996,,1,0,,,5212.737793,0,81.17509913,10.0,6.571839379,118.4916968,0.7874,0,,4,,0,1,0,0
Early Morning,Udani,1806.768763,2010-01-11 00:00:00,42.0,0,0,Dry,621514,2010.0,1,0,2010-01-11 08:00:00,1.0,1785.897723,0,81.69541248,10.0,7.351184616,3699.907613,0.8146,0,11.0,8,0.0,0,1,0,0
Midday,Wira,5848.124962,,87.0,0,0,,621993,,1,0,,,1295.180112,0,80.10960041,10.0,7.840074871,707.5510796,0.8053,0,,12,,0,1,0,0
Early Morning,Negative,5109.21844,2009-12-07,18.0,0,0,Dry,0,2009.0,0,0,2009-12-07 08:00:00,12.0,3816.11333,0,81.91562626155957,30.0,8.292650273647158,4631.218098,0.5307,0,7.0,8,0.0,1,0,0,1
Midday,Negative,1115.048663,2010-09-11,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-11 12:00:00,9.0,417.9268672,0,80.75628457362522,60.0,5.528839104920085,1011.359446,0.6874,0,11.0,12,5.0,0,0,0,0
Afternoon,Mihiri,1110.799521,,163.0,0,0,,621999,,0,0,,,3954.979218,0,80.7680058,30.0,8.074136146,1848.386632,0.9045,0,,16,,1,1,0,1
Midday,Sakunthala,419.1229441,,87.0,0,0,,621992,,1,0,,,2588.453435,0,81.07399495,10.0,6.38833626,2091.990641,0.8473,0,,12,,1,1,0,0
Early Morning,Negative,480.4430664,2010-05-01,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-01 08:00:00,5.0,1449.497527,0,82.28801122544526,10.0,6.410596180527626,5503.669844,0.8402,0,1.0,8,5.0,1,0,0,0
Night,Samudra,3544.39238,,198.0,0,0,,621990,,1,0,,,3373.186687,0,80.80087741,10.0,8.059454566,1519.595277,0.9097,0,,4,,1,1,0,0
Night,Sugala,2102.497725,,14.0,1,0,,621513,,0,0,,,919.1677248,0,81.75334324,40.0,7.292388506,5795.490563,0.7412,0,,0,,0,1,0,0
Midday,Nalagiri,4167.779786,,123.0,0,0,,621997,,1,0,,,2425.11665,0,81.28471333,10.0,7.629190432,4834.929513,0.9061,0,,12,,1,1,0,0
Evening,Kumari,117.4596724,2009-12-11 00:00:00,78.0,0,0,Dry,622000,2009.0,0,0,2009-12-11 20:00:00,12.0,755.3800469,0,80.23928689,30.0,7.987017956,239.5088716,0.8222,0,11.0,20,4.0,1,1,0,1
Early Morning,Mihiri,1343.699989,,159.0,0,0,,621999,,1,0,,,3794.844357,0,80.79667443,10.0,8.061261598,1585.874058,0.7814,0,,8,,1,1,0,0
Evening,Madara,2241.921144,,76.0,0,0,,621994,,0,0,,,343.8138108,0,80.29353737,30.0,8.002725652,1351.420829,0.791,0,,20,,0,1,0,1
Early Morning,Negative,1070.236594,2010-09-09,10.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-09 08:00:00,9.0,351.455844,0,83.59332124511435,40.0,7.419717242147874,1675.122865,0.7758,0,9.0,8,3.0,0,0,0,0
Early Morning,Negative,1070.236594,2010-03-07,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-07 08:00:00,3.0,351.455844,0,84.48579839174333,40.0,8.024940120184974,1675.122865,0.7758,0,7.0,8,6.0,0,0,0,0
Early Morning,Negative,225.8991195,2010-09-10,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-10 08:00:00,9.0,963.1471465,0,82.21703948847211,10.0,4.674661315127296,681.9496245,0.7716,0,10.0,8,4.0,1,0,0,0
Evening,Negative,2800.112936,2010-02-04,11.0,0,0,Dry,0,2010.0,1,0,2010-02-04 20:00:00,2.0,1746.384265,0,81.73365772660823,10.0,6.32273893546683,2593.820317,0.8482,0,4.0,20,3.0,1,0,0,0
Early Morning,Madara,1729.323766,2010-02-07 00:00:00,102.0,0,0,Dry,621994,2010.0,1,0,2010-02-07 08:00:00,2.0,655.0905805,0,80.31276115,10.0,7.972430451,593.3205099,0.8387,0,7.0,8,6.0,0,1,0,0
Evening,Kumari,2236.513699,2010-01-11 00:00:00,63.0,0,0,Dry,622000,2010.0,0,0,2010-01-11 20:00:00,1.0,1203.035822,0,80.22332614,30.0,7.972941784,137.6439911,0.8702,0,11.0,20,0.0,0,1,0,1
Afternoon,Negative,6265.196627,2010-09-10,137.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-10 16:00:00,9.0,7526.028835,0,81.3239563403763,10.0,6.941204849013031,25527.05184,0.7828,0,10.0,16,4.0,1,0,0,0
Midday,Sugala,180.8934414,,13.0,1,0,,621513,,0,0,,,2975.729441,0,81.78904895,40.0,7.285010174,8997.007144,0.6121,0,,12,,0,1,0,0
Night,Negative,1115.048663,2010-09-08,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-08 04:00:00,9.0,417.9268672,0,81.0671200688426,60.0,5.292436447458332,1011.359446,0.6874,0,8.0,4,2.0,0,0,0,0
Afternoon,Madara,660.1301364,2009-09-09 00:00:00,99.0,0,0,Inter-Monsoon-2,621994,2009.0,0,0,2009-09-09 16:00:00,9.0,772.515676,0,80.29953976,30.0,7.893030018,853.4697457,0.5517,0,9.0,16,2.0,0,1,0,1
Midday,Negative,1247.537718,2010-09-09,127.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-09 12:00:00,9.0,1918.786918,0,80.90704152264351,40.0,6.915264711325884,1874.460458,0.8069,0,9.0,12,3.0,0,0,0,0
Afternoon,Negative,855.2706685,2009-11-04,18.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-04 16:00:00,11.0,1031.943558,0,80.49195161356847,10.0,5.8231558102241445,973.6204234,0.8393,0,4.0,16,2.0,0,0,0,0
Night,Sakunthala,1029.257625,,76.0,0,0,,621992,,1,0,,,3608.263166,0,81.11441894,10.0,6.3654149,3905.193578,0.8481,0,,4,,1,1,0,0
Night,Negative,1492.420043,2010-01-04,73.0,0,0,Dry,0,2010.0,0,0,2010-01-04 04:00:00,1.0,994.7515908,0,80.42253091869586,30.0,6.319661045388733,10301.99663,0.7237,0,4.0,4,0.0,0,0,0,1
Early Morning,Babar,4772.752822,2010-04-07 00:00:00,138.0,0,0,Inter-Monsoon,621997,2010.0,1,0,2010-04-07 08:00:00,4.0,4928.614838,0,81.31148678,10.0,6.609603408,8014.404792,0.9054,0,7.0,8,2.0,1,1,0,0
Night,Sakunthala,1096.247446,2009-11-09 00:00:00,79.0,0,0,Inter-Monsoon-2,621992,2009.0,1,0,2009-11-09 00:00:00,11.0,3137.848319,0,81.08129132,10.0,6.382328495,1771.01114,0.8427,0,9.0,0,0.0,1,1,0,0
Early Morning,Negative,401918.1251,2010-01-02,84.0,0,0,Dry,0,2010.0,1,0,2010-01-02 08:00:00,1.0,402201.5776,0,84.45142601108425,10.0,6.374064229749505,399526.6028,-0.2,0,2.0,8,5.0,0,0,0,0
Evening,Negative,480.4430664,2010-05-06,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-06 20:00:00,5.0,1449.497527,0,82.1871405427241,10.0,6.238788845128386,5503.669844,0.8402,0,6.0,20,3.0,1,0,0,0
Night,Negative,225.8991195,2010-05-12,15.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-12 00:00:00,5.0,963.1471465,0,81.98189532979339,10.0,4.943347278182182,681.9496245,0.7716,0,12.0,0,2.0,1,0,0,0
Night,Wira,4969.098401,2009-09-10 00:00:00,70.0,0,0,Inter-Monsoon-2,621993,2009.0,1,0,2009-09-10 04:00:00,9.0,484.6705696,0,80.04661767,10.0,7.852798158,693.4637168,0.8419,0,10.0,4,3.0,0,1,0,0
Afternoon,Madara,67.01588594,2009-12-09 00:00:00,103.0,0,0,Dry,621994,2009.0,1,0,2009-12-09 16:00:00,12.0,480.664571,0,80.29945808,10.0,7.978775791,1428.646612,0.8382,0,9.0,16,2.0,0,1,0,0
Midday,Negative,1070.236594,2009-12-11,10.0,1,0,Dry,0,2009.0,0,0,2009-12-11 12:00:00,12.0,351.455844,0,84.28831056910585,40.0,7.225674380306562,1675.122865,0.7758,0,11.0,12,4.0,0,0,0,0
Night,Samudra,1626.559553,,53.0,0,0,,621990,,1,0,,,884.6102815,0,80.95083038,10.0,7.881962691,1788.752619,0.8747,0,,0,,0,1,0,0
Evening,Negative,1070.236594,2010-05-05,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-05-05 20:00:00,5.0,351.455844,0,83.1322099136685,40.0,7.355743180076157,1675.122865,0.7758,0,5.0,20,2.0,0,0,0,0
Afternoon,Negative,238.4170497,2010-01-05,15.0,0,0,Dry,0,2010.0,1,0,2010-01-05 16:00:00,1.0,961.332115,0,81.52733072949297,10.0,5.3065043146102635,660.8787428,0.7716,0,5.0,16,1.0,1,0,0,0
Evening,Sakunthala,3023.357669,2010-05-11 00:00:00,69.0,0,0,Inter-Monsoon,621992,2010.0,1,0,2010-05-11 20:00:00,5.0,2609.20792,0,81.04627118,10.0,6.394943214,17828.7578,0.7853,0,11.0,20,1.0,1,1,0,0
Night,Nalagiri,1611.370452,2009-09-03 00:00:00,78.0,0,0,Inter-Monsoon-2,621997,2009.0,1,0,2009-09-03 04:00:00,9.0,4298.07883,0,81.30556759,10.0,7.618719502,2400.94984,0.8826,0,3.0,4,3.0,1,1,0,0
Night,Negative,1070.236594,2010-09-06,10.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-06 04:00:00,9.0,351.455844,0,83.87626585928408,40.0,7.47960502222463,1675.122865,0.7758,0,6.0,4,0.0,0,0,0,0
Night,Negative,401204.4907,2010-02-04,84.0,0,0,Dry,0,2010.0,1,0,2010-02-04 00:00:00,2.0,401510.5496,0,83.66645725952411,10.0,5.976005542263052,398831.7056,-0.2,0,4.0,0,3.0,0,0,0,0
Early Morning,Negative,480.4430664,2010-04-06,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-06 08:00:00,4.0,1449.497527,0,82.29161430748316,10.0,6.328738286427965,5503.669844,0.8402,0,6.0,8,1.0,1,0,0,0
Early Morning,Negative,1070.236594,2010-02-05,10.0,1,0,Dry,0,2010.0,0,0,2010-02-05 08:00:00,2.0,351.455844,0,84.23518548064474,40.0,7.270655768422564,1675.122865,0.7758,0,5.0,8,4.0,0,0,0,0
Evening,Chandi,3798.938699,,96.0,0,0,,622000,,1,0,,,774.3332605,0,80.3282954,10.0,7.904880886,234.2301647,0.8419,0,,20,,0,1,0,0
Night,Hurululiya,352.2197814,,164.0,0,0,,621998,,1,0,,,3089.902024,0,80.77495977,10.0,8.087436842,4381.983696,0.8718,0,,4,,1,1,0,0
Early Morning,Kala,3177.639573,,143.0,0,0,,621991,,1,0,,,1934.921563,0,80.56905019,10.0,8.006497171,805.9452521,0.0847,0,,8,,1,1,0,0
Midday,Wanamali,1197.700564,,35.0,0,0,,621512,,0,1,,,2073.675863,0,81.09999692,60.0,6.224315141,1704.430093,0.8254,0,,12,,0,1,0,0
Early Morning,Negative,2268.683864,2010-04-05,321.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-05 08:00:00,4.0,1174.857099,0,80.50506322529255,10.0,7.063006550381225,1295.437886,0.7293,0,5.0,8,0.0,0,0,0,0
Afternoon,Negative,283.3800832,2010-09-06,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-06 16:00:00,9.0,318.8917127,0,82.61407631680754,10.0,5.664611084979898,51.41555241,0.829,0,6.0,16,0.0,1,0,0,0
Midday,Negative,1070.236594,2009-07-08,10.0,1,0,Southwest-Monsoon,0,2009.0,0,0,2009-07-08 12:00:00,7.0,351.455844,0,83.60458678630096,40.0,7.445508674040106,1675.122865,0.7758,0,8.0,12,2.0,0,0,0,0
Night,Negative,1115.048663,2010-01-06,10.0,0,0,Dry,0,2010.0,0,1,2010-01-06 04:00:00,1.0,417.9268672,0,80.11754176356929,60.0,4.311762769550128,1011.359446,0.6874,0,6.0,4,2.0,0,0,0,0
Night,Negative,1070.236594,2009-11-10,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-10 00:00:00,11.0,351.455844,0,82.41036795137494,40.0,7.113668866953971,1675.122865,0.7758,0,10.0,0,1.0,0,0,0,0
Early Morning,Negative,1115.048663,2010-09-07,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-07 08:00:00,9.0,417.9268672,0,80.3840868578581,60.0,4.8557010186918745,1011.359446,0.6874,0,7.0,8,1.0,0,0,0,0
Night,Sugala,2985.779169,,18.0,0,0,,621513,,1,0,,,3641.045899,0,81.79523337,10.0,7.283552147,9609.632158,0.6399,0,,4,,0,1,0,0
Evening,Sakunthala,970.3074754,2010-02-03 00:00:00,75.0,0,0,Dry,621992,2010.0,0,0,2010-02-03 20:00:00,2.0,2634.840543,0,81.080433,30.0,6.386878859,2148.37428,0.8299,0,3.0,20,2.0,1,1,0,1
Night,Negative,4352.280587,2009-07-10,75.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-07-10 04:00:00,7.0,1362.41176,0,80.88675985613281,10.0,6.444181920108295,18191.29048,0.7043,0,10.0,4,4.0,0,0,0,0
Afternoon,Negative,283.3800832,2010-09-01,15.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-01 16:00:00,9.0,318.8917127,0,82.66075330181714,10.0,5.563951156290109,51.41555241,0.829,0,1.0,16,2.0,1,0,0,0
Midday,Madara,327.741696,,102.0,0,0,,621994,,1,0,,,236.4824434,0,80.29593777,10.0,7.978688416,1469.838878,0.8382,0,,12,,0,1,0,0
Early Morning,Wira,879.0389747,2009-10-06 00:00:00,96.0,0,0,Inter-Monsoon-2,621993,2009.0,1,0,2009-10-06 08:00:00,10.0,982.509146,0,80.15474915,10.0,7.84084625,389.6057328,0.8522,0,6.0,8,1.0,0,1,0,0
Evening,Soma,3002.530125,,31.0,0,0,,621995,,1,0,,,5171.126058,0,81.16600819,10.0,8.089066136,9491.872762,0.5726,0,,20,,1,1,0,0
Evening,Babar,2751.87753,2010-04-04 00:00:00,137.0,0,0,Inter-Monsoon,621997,2010.0,1,0,2010-04-04 20:00:00,4.0,3438.627767,0,81.29749394,10.0,6.597589842,5977.037575,0.9041,0,4.0,20,6.0,1,1,0,0
Evening,Negative,225.8991195,2009-06-07,15.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-06-07 20:00:00,6.0,963.1471465,0,82.31086342378441,10.0,4.40359305542128,681.9496245,0.7716,0,7.0,20,6.0,1,0,0,0
Early Morning,Wanamali,820.186962,2009-12-06 00:00:00,29.0,0,0,Dry,621512,2009.0,0,0,2009-12-06 08:00:00,12.0,1405.107306,0,81.11485118,30.0,6.233928258,821.5239825,0.7739,0,6.0,8,6.0,0,1,0,1
Midday,Negative,1247.537718,2009-05-03,127.0,1,0,Inter-Monsoon,0,2009.0,0,0,2009-05-03 12:00:00,5.0,1918.786918,0,80.92875771033258,40.0,6.951877652700617,1874.460458,0.8069,0,3.0,12,6.0,0,0,0,0
Afternoon,Negative,1070.236594,2010-03-01,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-01 16:00:00,3.0,351.455844,0,83.02031258359693,40.0,7.058519354638688,1675.122865,0.7758,0,1.0,16,0.0,0,0,0,0
Midday,Negative,855.2706685,2010-02-10,18.0,0,0,Dry,0,2010.0,1,0,2010-02-10 12:00:00,2.0,1031.943558,0,80.09247689279883,10.0,5.702597722661764,973.6204234,0.8393,0,10.0,12,2.0,0,0,0,0
Night,Negative,143.5193619,2010-02-06,9.0,1,0,Dry,0,2010.0,0,0,2010-02-06 04:00:00,2.0,2754.937194,0,84.00709630640941,40.0,8.07874241406378,5609.338295,0.7429,0,6.0,4,5.0,0,0,0,0
Midday,Sugala,377.734636,,13.0,1,0,,621513,,0,0,,,3235.713178,0,81.78784408,40.0,7.279775207,8715.976388,0.7662,0,,12,,0,1,0,0
Night,Sakunthala,1620.718746,2010-04-07 00:00:00,67.0,0,0,Inter-Monsoon,621992,2010.0,1,0,2010-04-07 00:00:00,4.0,3138.754216,0,81.11433633,10.0,6.359842471,3897.539324,0.8501,0,7.0,0,2.0,1,1,0,0
Night,Negative,143.5193619,2010-09-12,9.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-12 00:00:00,9.0,2754.937194,0,83.04743831147705,40.0,8.06951628063988,5609.338295,0.7429,0,12.0,0,6.0,0,0,0,0
Evening,Udani,849.4642895,,18.0,1,0,,621514,,0,0,,,2676.420206,0,81.70142148,40.0,7.312045836,5718.249188,0.8495,0,,20,,1,1,0,0
Midday,Negative,1492.420043,2010-04-01,73.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-04-01 12:00:00,4.0,994.7515908,0,80.10931152033103,30.0,6.741172904492988,10301.99663,0.7237,0,1.0,12,3.0,0,0,0,1
Midday,Sakunthala,347.5668438,,65.0,0,0,,621992,,1,0,,,3077.677588,0,81.07450969,10.0,6.383614079,1585.793955,0.8511,0,,12,,1,1,0,0
Midday,Negative,1233.423094,2010-01-03,44.0,0,0,Dry,0,2010.0,1,0,2010-01-03 12:00:00,1.0,914.9704122,0,79.9676486879344,10.0,7.193740595055631,1509.73285,0.8271,0,3.0,12,6.0,0,0,0,0
Night,Negative,1233.423094,2009-12-04,44.0,0,0,Dry,0,2009.0,1,0,2009-12-04 00:00:00,12.0,914.9704122,0,79.95959399711582,10.0,7.135812990044517,1509.73285,0.8271,0,4.0,0,4.0,0,0,0,0
Afternoon,Negative,1115.048663,2009-11-01,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-11-01 16:00:00,11.0,417.9268672,0,80.27812371538545,60.0,4.518567775663009,1011.359446,0.6874,0,1.0,16,6.0,0,0,0,0
Midday,Nalagiri,3325.568727,2009-08-06 00:00:00,123.0,0,0,Southwest-Monsoon,621997,2009.0,1,0,2009-08-06 12:00:00,8.0,1309.797483,0,81.27552613,10.0,7.624555983,3338.620077,0.8995,0,6.0,12,3.0,1,1,0,0
Midday,Negative,143.5193619,2010-03-05,9.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-03-05 12:00:00,3.0,2754.937194,0,84.01898305980943,40.0,8.11532521037108,5609.338295,0.7429,0,5.0,12,4.0,0,0,0,0
Midday,Udani,1506.932891,,16.0,0,0,,621514,,1,0,,,2909.718417,0,81.70922926,10.0,7.322688825,1226.082477,0.8089,0,,12,,0,1,0,0
Night,Negative,3104.409228,2010-09-01,57.0,0,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-01 04:00:00,9.0,1709.219493,0,80.1375589692449,30.0,8.027546872896508,1317.880765,0.8515,0,1.0,4,2.0,1,0,0,1
Night,Negative,401204.4907,2010-01-04,84.0,0,0,Dry,0,2010.0,1,0,2010-01-04 04:00:00,1.0,401510.5496,0,83.65044193749054,10.0,4.437056291950178,398831.7056,-0.2,0,4.0,4,0.0,0,0,0,0
Night,Wira,1816.823011,,65.0,0,0,,621993,,1,0,,,672.0965724,0,80.01003818,10.0,7.810639464,606.6456013,0.7819,0,,0,,0,1,0,0
Evening,Samudra,884.2820195,2010-04-11 00:00:00,134.0,0,0,Inter-Monsoon,621990,2010.0,0,0,2010-04-11 20:00:00,4.0,1203.455428,0,80.79392757,30.0,8.090956485,3597.743554,0.7897,0,11.0,20,6.0,1,1,0,1
Night,Sugala,121.2492887,,52.0,0,0,,621513,,1,0,,,1326.92648,0,81.66167399,10.0,7.327582346,1518.72246,0.8713,0,,4,,1,1,0,0
Midday,Negative,401918.1251,2009-05-02,84.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-05-02 12:00:00,5.0,402201.5776,0,84.45847611366389,10.0,6.086957418972241,399526.6028,-0.2,0,2.0,12,5.0,0,0,0,0
Midday,Negative,959.1844307,2010-04-12,40.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-12 12:00:00,4.0,782.0813074,0,80.33356655773417,10.0,8.24326498090637,1447.520049,0.4298,0,12.0,12,0.0,0,0,0,0
Early Morning,Wanamali,1201.521382,,38.0,0,0,,621512,,1,0,,,904.0571731,0,81.09854403,10.0,6.237703835,1296.512611,0.8633,0,,8,,0,1,0,0
Night,Nancy,4038.411188,,111.0,0,0,,622001,,1,0,,,3131.849062,0,80.80860737,10.0,8.141771942,4931.630779,0.8651,0,,0,,1,1,0,0
Night,Mihiri,2882.761353,,152.0,0,0,,621999,,0,0,,,1728.745893,0,80.666642,30.0,8.044352069,1931.639129,0.7987,0,,0,,0,1,0,1
Night,Nalagiri,843.9763972,,78.0,0,0,,621997,,1,0,,,6191.759221,0,81.30565554,10.0,7.57640412,3652.445828,0.8287,0,,4,,1,1,0,0
Night,Negative,480.4430664,2009-11-04,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-04 00:00:00,11.0,1449.497527,0,83.59797862544337,10.0,6.249821281089691,5503.669844,0.8402,0,4.0,0,2.0,1,0,0,0
Evening,Negative,1115.048663,2010-04-05,10.0,0,0,Inter-Monsoon,0,2010.0,0,1,2010-04-05 20:00:00,4.0,417.9268672,0,81.3103671306919,60.0,4.38067300006269,1011.359446,0.6874,0,5.0,20,0.0,0,0,0,0
Night,Negative,1070.236594,2009-09-01,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-09-01 04:00:00,9.0,351.455844,0,83.77243419058931,40.0,6.733536855824204,1675.122865,0.7758,0,1.0,4,1.0,0,0,0,0
Midday,Negative,401204.4907,2009-11-10,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-10 12:00:00,11.0,401510.5496,0,83.80477409393514,10.0,5.464809292609314,398831.7056,-0.2,0,10.0,12,1.0,0,0,0,0
Early Morning,Negative,480.4430664,2009-12-04,16.0,0,0,Dry,0,2009.0,1,0,2009-12-04 08:00:00,12.0,1449.497527,0,83.49294971549766,10.0,6.529461585674291,5503.669844,0.8402,0,4.0,8,4.0,1,0,0,0
Night,Negative,1070.236594,2010-04-07,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-07 00:00:00,4.0,351.455844,0,82.83210328020073,40.0,6.928072134070101,1675.122865,0.7758,0,7.0,0,2.0,0,0,0,0
Midday,Negative,480.4430664,2009-11-05,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-05 12:00:00,11.0,1449.497527,0,81.98359234399973,10.0,6.730267875028819,5503.669844,0.8402,0,5.0,12,3.0,1,0,0,0
Evening,Negative,1070.236594,2010-09-08,10.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-08 20:00:00,9.0,351.455844,0,84.103986536877,40.0,7.782810938113531,1675.122865,0.7758,0,8.0,20,2.0,0,0,0,0
Midday,Nalagiri,4297.016397,,55.0,0,0,,621997,,0,0,,,5160.208609,0,81.33552384,30.0,7.586015677,1635.886729,0.5984,0,,12,,1,1,0,1
Early Morning,Sakunthala,997.0069128,,72.0,0,0,,621992,,1,0,,,2528.384002,0,81.06678863,10.0,6.392715598,2614.833987,0.8713,0,,8,,1,1,0,0
Early Morning,Negative,283.3800832,2009-11-11,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-11 08:00:00,11.0,318.8917127,0,82.76442939476452,10.0,5.655634668731148,51.41555241,0.829,0,11.0,8,2.0,1,0,0,0
Night,Negative,480.4430664,2010-05-04,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-04 00:00:00,5.0,1449.497527,0,82.53462962412479,10.0,6.096595322303221,5503.669844,0.8402,0,4.0,0,1.0,1,0,0,0
Early Morning,Negative,401433.7911,2010-02-06,84.0,0,0,Dry,0,2010.0,1,0,2010-02-06 08:00:00,2.0,401727.8367,0,83.96340494223168,10.0,5.690696863770457,399051.0405,-0.2,0,6.0,8,5.0,0,0,0,0
Early Morning,Negative,401204.4907,2009-10-01,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-01 08:00:00,10.0,401510.5496,0,84.11770800707335,10.0,4.608985117367204,398831.7056,-0.2,0,1.0,8,3.0,0,0,0,0
Afternoon,Sakunthala,2455.879924,2010-04-04 00:00:00,73.0,0,0,Inter-Monsoon,621992,2010.0,1,0,2010-04-04 16:00:00,4.0,1274.347526,0,81.13141428,10.0,6.350394203,1252.648733,0.8832,0,4.0,16,6.0,1,1,0,0
Afternoon,Negative,5109.21844,2010-02-11,18.0,0,0,Dry,0,2010.0,0,0,2010-02-11 16:00:00,2.0,3816.11333,0,82.12215432718367,30.0,8.19521535001367,4631.218098,0.5307,0,11.0,16,3.0,1,0,0,1
Evening,Madara,759.1890844,,101.0,0,0,,621994,,1,0,,,460.2641502,0,80.30486893,10.0,7.993021608,688.683693,0.8414,0,,20,,0,1,0,0
Evening,Ekes,1463.602523,,136.0,0,0,,621996,,1,0,,,2424.193004,0,81.17793809,10.0,6.618615619,11094.58837,0.669,0,,20,,0,1,0,0
